label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
empty-shelf,128,209,106,67,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.27dd8de4bd3ffc0ed0de454783fd4b45.jpg,640,640
empty-shelf,123,360,108,56,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.27dd8de4bd3ffc0ed0de454783fd4b45.jpg,640,640
empty-shelf,286,51,103,94,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.27dd8de4bd3ffc0ed0de454783fd4b45.jpg,640,640
empty-shelf,462,325,91,44,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.27dd8de4bd3ffc0ed0de454783fd4b45.jpg,640,640
empty-shelf,457,175,86,34,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.27dd8de4bd3ffc0ed0de454783fd4b45.jpg,640,640
empty-shelf,49,243,134,112,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.ae7070b7f82ca9b2a5a04f2ba2b2f955.jpg,640,640
empty-shelf,209,412,64,107,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.ae7070b7f82ca9b2a5a04f2ba2b2f955.jpg,640,640
empty-shelf,363,413,55,108,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.ae7070b7f82ca9b2a5a04f2ba2b2f955.jpg,640,640
empty-shelf,421,387,53,37,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.ae7070b7f82ca9b2a5a04f2ba2b2f955.jpg,640,640
empty-shelf,107,426,50,88,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.ae7070b7f82ca9b2a5a04f2ba2b2f955.jpg,640,640
empty-shelf,12,541,49,99,083a1c9e-4d61-4e98-958b-bb7c4f8464e6_jpg.rf.ae7070b7f82ca9b2a5a04f2ba2b2f955.jpg,640,640
empty-shelf,361,29,121,179,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.3a6942779e2518e6311354a4ae11e555.jpg,640,640
empty-shelf,208,252,170,51,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.3a6942779e2518e6311354a4ae11e555.jpg,640,640
empty-shelf,323,496,79,87,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.3a6942779e2518e6311354a4ae11e555.jpg,640,640
empty-shelf,428,357,164,156,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.59e516bff4715bd4f05f8826f375e954.jpg,640,640
empty-shelf,346,223,54,136,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.59e516bff4715bd4f05f8826f375e954.jpg,640,640
empty-shelf,73,308,64,87,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.59e516bff4715bd4f05f8826f375e954.jpg,640,640
empty-shelf,357,28,133,190,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.5b77894da1b2d0dde7c1a2bb2b47612d.jpg,640,640
empty-shelf,217,245,137,54,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.5b77894da1b2d0dde7c1a2bb2b47612d.jpg,640,640
empty-shelf,315,499,93,63,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.5b77894da1b2d0dde7c1a2bb2b47612d.jpg,640,640
empty-shelf,415,480,91,53,109a9286-f44d-4a1a-a163-6f33ead4959d_jpg.rf.5b77894da1b2d0dde7c1a2bb2b47612d.jpg,640,640
empty-shelf,326,340,205,205,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.07564a9764c35b0ec073b6bee852b212.jpg,640,640
empty-shelf,73,502,87,128,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.07564a9764c35b0ec073b6bee852b212.jpg,640,640
empty-shelf,111,60,149,175,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.07564a9764c35b0ec073b6bee852b212.jpg,640,640
empty-shelf,324,136,113,99,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.07564a9764c35b0ec073b6bee852b212.jpg,640,640
empty-shelf,65,87,255,215,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.4dd86cbcdf8d08f69220fa8bfd3a7d05.jpg,640,640
empty-shelf,379,390,163,204,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.4dd86cbcdf8d08f69220fa8bfd3a7d05.jpg,640,640
empty-shelf,198,405,119,225,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.4dd86cbcdf8d08f69220fa8bfd3a7d05.jpg,640,640
empty-shelf,383,76,174,68,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.4dd86cbcdf8d08f69220fa8bfd3a7d05.jpg,640,640
empty-shelf,477,8,87,58,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.4dd86cbcdf8d08f69220fa8bfd3a7d05.jpg,640,640
empty-shelf,87,318,224,234,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.89249ef5a66a8a39ac51da8dfa17a76f.jpg,640,640
empty-shelf,402,96,177,180,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.89249ef5a66a8a39ac51da8dfa17a76f.jpg,640,640
empty-shelf,428,338,187,110,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.89249ef5a66a8a39ac51da8dfa17a76f.jpg,640,640
empty-shelf,5,88,143,71,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.89249ef5a66a8a39ac51da8dfa17a76f.jpg,640,640
empty-shelf,74,173,67,76,11317f24-46af-44a3-9dc8-d02f28947579_jpg.rf.89249ef5a66a8a39ac51da8dfa17a76f.jpg,640,640
empty-shelf,43,248,161,50,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.25b34af86bfa45cde627f4a8d6b327be.jpg,640,640
empty-shelf,8,326,39,47,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.25b34af86bfa45cde627f4a8d6b327be.jpg,640,640
empty-shelf,496,190,62,44,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.25b34af86bfa45cde627f4a8d6b327be.jpg,640,640
empty-shelf,341,455,54,36,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.25b34af86bfa45cde627f4a8d6b327be.jpg,640,640
empty-shelf,308,388,24,50,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.25b34af86bfa45cde627f4a8d6b327be.jpg,640,640
empty-shelf,312,519,29,58,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.25b34af86bfa45cde627f4a8d6b327be.jpg,640,640
empty-shelf,123,539,40,31,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.25b34af86bfa45cde627f4a8d6b327be.jpg,640,640
empty-shelf,55,250,147,48,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.480884d9438c09fadcadf8c950a1c489.jpg,640,640
empty-shelf,489,192,78,41,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.480884d9438c09fadcadf8c950a1c489.jpg,640,640
empty-shelf,345,459,69,33,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.480884d9438c09fadcadf8c950a1c489.jpg,640,640
empty-shelf,541,471,59,21,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.480884d9438c09fadcadf8c950a1c489.jpg,640,640
empty-shelf,114,516,46,61,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.480884d9438c09fadcadf8c950a1c489.jpg,640,640
empty-shelf,301,513,27,58,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.480884d9438c09fadcadf8c950a1c489.jpg,640,640
empty-shelf,371,536,83,41,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.480884d9438c09fadcadf8c950a1c489.jpg,640,640
empty-shelf,542,530,64,39,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.480884d9438c09fadcadf8c950a1c489.jpg,640,640
empty-shelf,8,317,44,59,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.480884d9438c09fadcadf8c950a1c489.jpg,640,640
empty-shelf,246,436,43,139,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.716abd504e2b673b963cad5c4f577ce1.jpg,640,640
empty-shelf,459,244,30,60,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.716abd504e2b673b963cad5c4f577ce1.jpg,640,640
empty-shelf,459,45,40,59,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.716abd504e2b673b963cad5c4f577ce1.jpg,640,640
empty-shelf,520,316,56,22,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.716abd504e2b673b963cad5c4f577ce1.jpg,640,640
empty-shelf,316,600,57,38,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.716abd504e2b673b963cad5c4f577ce1.jpg,640,640
empty-shelf,186,74,40,62,113b042f-c6e8-407a-91c5-18f0df5dec03_jpg.rf.716abd504e2b673b963cad5c4f577ce1.jpg,640,640
empty-shelf,572,304,51,157,11953be7-95f5-4fe5-b497-75c77d088799_jpg.rf.09a64cfcc0e091d4ece2380ebd5be192.jpg,640,640
empty-shelf,288,545,49,95,11953be7-95f5-4fe5-b497-75c77d088799_jpg.rf.09a64cfcc0e091d4ece2380ebd5be192.jpg,640,640
empty-shelf,119,502,70,120,11953be7-95f5-4fe5-b497-75c77d088799_jpg.rf.3d5527e65c30caefff64b933173026f4.jpg,640,640
empty-shelf,295,543,55,93,11953be7-95f5-4fe5-b497-75c77d088799_jpg.rf.3d5527e65c30caefff64b933173026f4.jpg,640,640
empty-shelf,582,294,55,163,11953be7-95f5-4fe5-b497-75c77d088799_jpg.rf.3d5527e65c30caefff64b933173026f4.jpg,640,640
empty-shelf,102,504,104,136,11953be7-95f5-4fe5-b497-75c77d088799_jpg.rf.f73a81e7489c864b1c912d756a701501.jpg,640,640
empty-shelf,268,549,88,83,11953be7-95f5-4fe5-b497-75c77d088799_jpg.rf.f73a81e7489c864b1c912d756a701501.jpg,640,640
empty-shelf,577,314,63,140,11953be7-95f5-4fe5-b497-75c77d088799_jpg.rf.f73a81e7489c864b1c912d756a701501.jpg,640,640
empty-shelf,5,66,77,37,1274468d-fc33-4ecb-8567-5b6a4f3fc464_jpg.rf.6b6dcb1e471d8a6f714d5863bd024374.jpg,640,640
empty-shelf,332,346,42,41,1274468d-fc33-4ecb-8567-5b6a4f3fc464_jpg.rf.6b6dcb1e471d8a6f714d5863bd024374.jpg,640,640
empty-shelf,57,562,135,58,1274468d-fc33-4ecb-8567-5b6a4f3fc464_jpg.rf.a4d6966b09d0be02dd77be9b2fd84a50.jpg,640,640
empty-shelf,124,454,54,51,1274468d-fc33-4ecb-8567-5b6a4f3fc464_jpg.rf.a4d6966b09d0be02dd77be9b2fd84a50.jpg,640,640
empty-shelf,552,555,60,30,1274468d-fc33-4ecb-8567-5b6a4f3fc464_jpg.rf.e8ad21a21d711b0412cff8fa243f3120.jpg,640,640
empty-shelf,447,487,85,36,1274468d-fc33-4ecb-8567-5b6a4f3fc464_jpg.rf.e8ad21a21d711b0412cff8fa243f3120.jpg,640,640
empty-shelf,91,32,117,93,13718415-4874-4c9d-a81b-6f9ba461bd29_jpg.rf.d97e617e46459b21d74df4967ca1fd24.jpg,640,640
empty-shelf,419,20,193,106,13718415-4874-4c9d-a81b-6f9ba461bd29_jpg.rf.d97e617e46459b21d74df4967ca1fd24.jpg,640,640
empty-shelf,195,298,39,73,13718415-4874-4c9d-a81b-6f9ba461bd29_jpg.rf.d97e617e46459b21d74df4967ca1fd24.jpg,640,640
empty-shelf,51,314,82,67,13718415-4874-4c9d-a81b-6f9ba461bd29_jpg.rf.d97e617e46459b21d74df4967ca1fd24.jpg,640,640
empty-shelf,377,320,60,72,13718415-4874-4c9d-a81b-6f9ba461bd29_jpg.rf.d97e617e46459b21d74df4967ca1fd24.jpg,640,640
empty-shelf,202,457,109,54,13718415-4874-4c9d-a81b-6f9ba461bd29_jpg.rf.d97e617e46459b21d74df4967ca1fd24.jpg,640,640
empty-shelf,274,423,66,36,13718415-4874-4c9d-a81b-6f9ba461bd29_jpg.rf.d97e617e46459b21d74df4967ca1fd24.jpg,640,640
empty-shelf,358,287,84,96,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.70a96b27f09cf3d59dea0ef9fac77c28.jpg,640,640
empty-shelf,11,308,50,85,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.70a96b27f09cf3d59dea0ef9fac77c28.jpg,640,640
empty-shelf,130,555,82,82,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.70a96b27f09cf3d59dea0ef9fac77c28.jpg,640,640
empty-shelf,461,572,134,64,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.70a96b27f09cf3d59dea0ef9fac77c28.jpg,640,640
empty-shelf,529,292,71,66,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.70a96b27f09cf3d59dea0ef9fac77c28.jpg,640,640
empty-shelf,551,19,63,96,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.70a96b27f09cf3d59dea0ef9fac77c28.jpg,640,640
empty-shelf,216,28,55,42,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.70a96b27f09cf3d59dea0ef9fac77c28.jpg,640,640
empty-shelf,0,24,30,48,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.70a96b27f09cf3d59dea0ef9fac77c28.jpg,640,640
empty-shelf,294,189,102,95,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.97bbac9e0baaa7c1e29a6c3e5926689e.jpg,640,640
empty-shelf,294,352,107,60,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.97bbac9e0baaa7c1e29a6c3e5926689e.jpg,640,640
empty-shelf,289,595,88,38,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.97bbac9e0baaa7c1e29a6c3e5926689e.jpg,640,640
empty-shelf,558,427,62,93,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.97bbac9e0baaa7c1e29a6c3e5926689e.jpg,640,640
empty-shelf,582,60,52,113,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.97bbac9e0baaa7c1e29a6c3e5926689e.jpg,640,640
empty-shelf,22,28,109,71,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.97bbac9e0baaa7c1e29a6c3e5926689e.jpg,640,640
empty-shelf,28,23,120,76,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.dd163d613f9e4c432bae07b36d353010.jpg,640,640
empty-shelf,308,205,105,89,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.dd163d613f9e4c432bae07b36d353010.jpg,640,640
empty-shelf,578,40,62,137,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.dd163d613f9e4c432bae07b36d353010.jpg,640,640
empty-shelf,447,153,101,60,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.dd163d613f9e4c432bae07b36d353010.jpg,640,640
empty-shelf,296,574,100,60,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.dd163d613f9e4c432bae07b36d353010.jpg,640,640
empty-shelf,564,420,75,101,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.dd163d613f9e4c432bae07b36d353010.jpg,640,640
empty-shelf,12,388,61,30,14235838-a7fa-4cd6-8a81-aeae50441bf9_jpg.rf.dd163d613f9e4c432bae07b36d353010.jpg,640,640
empty-shelf,232,346,72,87,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.01af670d3f95c3d3689b0620ac4edab5.jpg,640,640
empty-shelf,546,342,66,34,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.01af670d3f95c3d3689b0620ac4edab5.jpg,640,640
empty-shelf,148,439,119,25,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.01af670d3f95c3d3689b0620ac4edab5.jpg,640,640
empty-shelf,543,437,32,26,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.01af670d3f95c3d3689b0620ac4edab5.jpg,640,640
empty-shelf,569,208,25,62,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.01af670d3f95c3d3689b0620ac4edab5.jpg,640,640
empty-shelf,3,365,45,21,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.01af670d3f95c3d3689b0620ac4edab5.jpg,640,640
empty-shelf,218,223,78,74,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.253f27aeb3ecd8e69b45f0beefe95e28.jpg,640,640
empty-shelf,176,543,28,29,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.253f27aeb3ecd8e69b45f0beefe95e28.jpg,640,640
empty-shelf,245,2,41,58,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.253f27aeb3ecd8e69b45f0beefe95e28.jpg,640,640
empty-shelf,352,345,75,70,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.85fef51c09d034327b3a5a4a675d2920.jpg,640,640
empty-shelf,437,387,26,104,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.85fef51c09d034327b3a5a4a675d2920.jpg,640,640
empty-shelf,344,35,28,61,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.85fef51c09d034327b3a5a4a675d2920.jpg,640,640
empty-shelf,361,591,36,49,1491cfb4-a65e-43df-b406-b53d73a789dc_jpg.rf.85fef51c09d034327b3a5a4a675d2920.jpg,640,640
empty-shelf,293,278,59,44,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,288,115,55,28,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,462,268,55,27,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,365,248,62,56,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,456,171,63,19,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
empty-shelf,365,137,63,34,15110bdd-48f7-4dcf-a70a-5f7c1587ebff_jpg.rf.8d49f18525c4a2bc132121766e5f2426.jpg,640,640
